hostname,cpu_model,physical_cores,logical_cores,ram_total_bytes,os_version,serial_execution,status
WIN-3NO58RVQ4VC,12th Gen Intel(R) Core(TM) i7-12700KF,12,20,34163961856,Microsoft Windows 10 Pro 10.0.19045,True,passed
