run_id,event_sequence,parent_relaxation,status
official__V12_M1__tailored_global_gini_tree__300s,1,0.2400156421230163,passed
official__V12_M1__tailored_global_gini_tree__300s,4,0.3127608978028202,passed
official__V12_M1__tailored_global_gini_tree__300s,6,0.3147256115370265,passed
official__V12_M1__tailored_global_gini_tree__300s,9,0.3160393459076807,passed
official__V12_M1__tailored_global_gini_tree__300s,11,0.330888028053003,passed
official__V12_M1__tailored_global_gini_tree__300s,13,0.31827803112225495,passed
official__V12_M1__tailored_global_gini_tree__300s,15,0.3218983597117126,passed
official__V12_M1__tailored_global_gini_tree__300s,17,0.322467863718082,passed
official__V12_M1__tailored_global_gini_tree__300s,19,0.32027413101927044,passed
official__V12_M1__tailored_global_gini_tree__300s,21,0.32106903933383424,passed
official__V12_M1__tailored_global_gini_tree__300s,23,0.32135735599275994,passed
official__V12_M1__tailored_global_gini_tree__300s,25,0.32184594397365485,passed
official__V12_M1__tailored_global_gini_tree__300s,27,0.32145099719932346,passed
official__V12_M1__tailored_global_gini_tree__300s,29,0.3217887242855267,passed
official__V12_M1__tailored_global_gini_tree__300s,31,0.32164250141252293,passed
official__V12_M1__tailored_global_gini_tree__300s,33,0.3217869454255097,passed
official__V12_M1__tailored_global_gini_tree__300s,35,0.32174356270842047,passed
official__V12_M1__tailored_global_gini_tree__300s,46,0.321909730669133,passed
official__V12_M1__tailored_global_gini_tree__300s,48,0.3220038128784578,passed
official__V12_M1__tailored_global_gini_tree__300s,50,0.32218736404280196,passed
official__V12_M1__tailored_global_gini_tree__300s,52,0.32223344441952756,passed
official__V12_M1__tailored_global_gini_tree__300s,54,0.32232654188512877,passed
official__V12_M1__tailored_global_gini_tree__300s,65,0.32155325350852026,passed
official__V12_M1__tailored_global_gini_tree__300s,67,0.3216632623381453,passed
official__V12_M1__tailored_global_gini_tree__300s,69,0.3218260705654967,passed
official__V12_M1__tailored_global_gini_tree__300s,71,0.32174117981547345,passed
official__V12_M1__tailored_global_gini_tree__300s,73,0.3217897432091835,passed
official__V12_M1__tailored_global_gini_tree__300s,92,0.3219875163134923,passed
official__V12_M1__tailored_global_gini_tree__300s,96,0.3218735652815029,passed
official__V12_M1__tailored_global_gini_tree__300s,102,0.321875559108253,passed
official__V12_M1__tailored_global_gini_tree__300s,107,0.32196284306889456,passed
official__V12_M1__tailored_global_gini_tree__300s,115,0.3222558608235723,passed
official__V12_M1__tailored_global_gini_tree__300s,117,0.32246385090526763,passed
official__V12_M1__tailored_global_gini_tree__300s,121,0.32201777654004465,passed
official__V12_M1__tailored_global_gini_tree__300s,123,0.32222137503511195,passed
official__V12_M1__tailored_global_gini_tree__300s,125,0.32210341269338066,passed
official__V12_M1__tailored_global_gini_tree__300s,135,0.32555104906923166,passed
official__V12_M1__tailored_global_gini_tree__300s,137,0.32555104906923166,passed
official__V12_M1__tailored_global_gini_tree__300s,139,0.3281711814178466,passed
official__V12_M1__tailored_global_gini_tree__300s,141,0.32555104906923166,passed
official__V12_M1__tailored_global_gini_tree__300s,143,0.32682521985508617,passed
official__V12_M1__tailored_global_gini_tree__300s,145,0.32555104906923166,passed
official__V12_M1__tailored_global_gini_tree__300s,147,0.32615538617617806,passed
official__V12_M1__tailored_global_gini_tree__300s,149,0.32555104906923166,passed
official__V12_M1__tailored_global_gini_tree__300s,151,0.32582188451703264,passed
official__V12_M1__tailored_global_gini_tree__300s,158,0.32220044962796435,passed
official__V12_M1__tailored_global_gini_tree__300s,160,0.3223237600657697,passed
official__V12_M1__tailored_global_gini_tree__300s,162,0.3235983443151872,passed
official__V12_M1__tailored_global_gini_tree__300s,164,0.3223901586677506,passed
official__V12_M1__tailored_global_gini_tree__300s,166,0.32301532648187664,passed
official__V12_M1__tailored_global_gini_tree__300s,168,0.32242511991616685,passed
official__V12_M1__tailored_global_gini_tree__300s,170,0.3227343392214695,passed
official__V12_M1__tailored_global_gini_tree__300s,172,0.32244800337109136,passed
official__V12_M1__tailored_global_gini_tree__300s,174,0.3225965707288676,passed
official__V12_M1__tailored_global_gini_tree__300s,186,0.322141791582638,passed
official__V12_M1__tailored_global_gini_tree__300s,194,0.3220515891850302,passed
official__V12_M1__tailored_global_gini_tree__300s,209,0.32234165832600986,passed
official__V12_M1__tailored_global_gini_tree__300s,230,0.3314682540277313,passed
official__V12_M1__tailored_global_gini_tree__300s,232,0.3314682540277315,passed
official__V12_M1__tailored_global_gini_tree__300s,234,0.3314682540277315,passed
official__V12_M1__tailored_global_gini_tree__300s,237,0.3314682540277315,passed
official__V12_M1__tailored_global_gini_tree__300s,243,0.3225737306674539,passed
official__V12_M1__tailored_global_gini_tree__300s,245,0.3265551845013088,passed
official__V12_M1__tailored_global_gini_tree__300s,247,0.3226279294656573,passed
official__V12_M1__tailored_global_gini_tree__300s,249,0.32451030253697877,passed
official__V12_M1__tailored_global_gini_tree__300s,251,0.3226455430921434,passed
official__V12_M1__tailored_global_gini_tree__300s,253,0.32357701597312094,passed
official__V12_M1__tailored_global_gini_tree__300s,255,0.32265812241444636,passed
official__V12_M1__tailored_global_gini_tree__300s,279,0.324979180224394,passed
official__V12_M1__tailored_global_gini_tree__300s,291,0.3248961608772972,passed
official__V12_M1__tailored_global_gini_tree__300s,298,0.32519016021946606,passed
official__V12_M1__tailored_global_gini_tree__300s,300,0.3252368753831006,passed
official__V12_M1__tailored_global_gini_tree__300s,311,0.3250160915560325,passed
official__V12_M1__tailored_global_gini_tree__300s,313,0.3250643174133822,passed
official__V12_M1__tailored_global_gini_tree__300s,315,0.325150219272337,passed
official__V12_M1__tailored_global_gini_tree__300s,332,0.32530229981331177,passed
official__V12_M1__tailored_global_gini_tree__300s,334,0.3253692860061248,passed
official__V12_M1__tailored_global_gini_tree__300s,336,0.3254126802187568,passed
official__V12_M1__tailored_global_gini_tree__300s,342,0.32603909770181316,passed
official__V12_M1__tailored_global_gini_tree__300s,344,0.3260390977018133,passed
official__V12_M1__tailored_global_gini_tree__300s,346,0.3265791719999538,passed
official__V12_M1__tailored_global_gini_tree__300s,348,0.3260390977018133,passed
official__V12_M1__tailored_global_gini_tree__300s,350,0.3263080920530238,passed
official__V12_M1__tailored_global_gini_tree__300s,367,0.3265990066454785,passed
official__V12_M1__tailored_global_gini_tree__300s,373,0.3276871500024622,passed
official__V12_M1__tailored_global_gini_tree__300s,409,0.32569860470172474,passed
official__V12_M1__tailored_global_gini_tree__300s,426,0.3259447070796639,passed
official__V12_M1__tailored_global_gini_tree__300s,428,0.32599073160878167,passed
official__V12_M1__tailored_global_gini_tree__300s,447,0.3258903709798388,passed
official__V12_M1__tailored_global_gini_tree__300s,525,0.32609665703935864,passed
official__V12_M1__tailored_global_gini_tree__300s,557,0.32935030423850864,passed
official__V12_M1__tailored_global_gini_tree__300s,585,0.3296747942677377,passed
official__V12_M1__tailored_global_gini_tree__300s,648,0.33327334279691345,passed
official__V12_M1__tailored_global_gini_tree__300s,650,0.3351191136831201,passed
official__V12_M1__tailored_global_gini_tree__300s,654,0.32838319333497723,passed
official__V12_M1__tailored_global_gini_tree__300s,667,0.3280822006890428,passed
official__V12_M1__tailored_global_gini_tree__300s,684,0.3306514589509194,passed
official__V12_M1__tailored_global_gini_tree__300s,686,0.3306514589509192,passed
official__V12_M1__tailored_global_gini_tree__300s,688,0.33097805142556036,passed
official__V12_M1__tailored_global_gini_tree__300s,700,0.3299998715582804,passed
official__V12_M1__tailored_global_gini_tree__300s,702,0.3299998715582804,passed
official__V12_M1__tailored_global_gini_tree__300s,704,0.3303253859867811,passed
official__V12_M1__tailored_global_gini_tree__300s,764,0.3313052305219431,passed
official__V12_M1__tailored_global_gini_tree__300s,766,0.3313052305219431,passed
official__V12_M1__tailored_global_gini_tree__300s,768,0.3313052305219431,passed
official__V12_M1__tailored_global_gini_tree__300s,775,0.3326329433090699,passed
official__V12_M1__tailored_global_gini_tree__300s,777,0.3326329433090699,passed
official__V12_M1__tailored_global_gini_tree__300s,779,0.33330363326537393,passed
official__V12_M1__tailored_global_gini_tree__300s,781,0.3326329433090699,passed
official__V12_M1__tailored_global_gini_tree__300s,783,0.33296805011057967,passed
official__V12_M1__tailored_global_gini_tree__300s,998,0.345196747362291,passed
official__V12_M1__tailored_global_gini_tree__300s,1000,0.345196747362291,passed
official__V12_M1__tailored_global_gini_tree__300s,1002,0.3521217639449345,passed
official__V12_M1__tailored_global_gini_tree__300s,1004,0.345196747362291,passed
official__V12_M1__tailored_global_gini_tree__300s,1006,0.3485266303063595,passed
official__V12_M1__tailored_global_gini_tree__300s,1008,0.345196747362291,passed
official__V12_M1__tailored_global_gini_tree__300s,1010,0.3468172504789792,passed
official__V12_M1__tailored_global_gini_tree__300s,1012,0.345196747362291,passed
official__V12_M1__tailored_global_gini_tree__300s,1014,0.34599001113788724,passed
official__V12_M1__tailored_global_gini_tree__300s,1016,0.345196747362291,passed
