git_head,executable,executable_sha256,cplex_version,factory_version
97e0be26b95e3c978a590db4606398624fc9137d,build_round19/ExactEBRP.exe,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb,22.1.1.0,round19_v2_projected_centering
