hostname,cpu_model,physical_cores,logical_cores,ram_total_bytes,os_version,cplex_version,build_sha256,git_commit
WIN-3NO58RVQ4VC,12th Gen Intel(R) Core(TM) i7-12700KF,12,20,34163961856,Microsoft Windows 10 Pro 10.0.19045,22.1.1.0,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb,97e0be26b95e3c978a590db4606398624fc9137d
