solver_role,arm,cplex_threads,executable_sha256,presolve,search
tailored_compact_bc,tailored_global_gini_tree,1,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb,on,traditional
plain_cplex,plain_cplex,1,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb,CPLEX default,CPLEX/default arm behavior
tailored_compact_bc,tailored_legacy_scheduler_static,1,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb,CPLEX default,CPLEX/default arm behavior
tailored_compact_bc,tailored_controlling_scheduler_static,1,e602a954108bf091ca721e0cfd53d4cbc2066c0634057bd7ae0e27ac33cac4eb,CPLEX default,CPLEX/default arm behavior
