run_id,elapsed_time,native_global_LB,verified_UB,gap,node_count,active_gini_interval,event_source
official__V12_M1__tailored_global_gini_tree__300s,0.0046483999999999996,0,0.35720058320841552,0.35720058320841552,0,,global_progress
official__V12_M1__tailored_global_gini_tree__300s,0.0047394999999999998,0,0.35720058320841552,0.35720058320841552,0,,global_progress
official__V12_M1__tailored_global_gini_tree__300s,1.3334938000000001,0.24001564212301657,0.35720058320841552,0.11718494108539895,0,,global_progress
official__V12_M1__tailored_global_gini_tree__300s,128.62139690000001,0.35720026683431161,0.35720058320841552,3.1637410391471832e-07,24479,,global_progress
official__V12_M1__tailored_global_gini_tree__300s,128.62170119999999,0.35720026683431161,0.35720058320841552,3.1637410391471832e-07,24479,,solver_final
official__V12_M2__tailored_global_gini_tree__300s,0.0047708000000000004,0,0.71850407075497091,0.71850407075497091,0,,global_progress
official__V12_M2__tailored_global_gini_tree__300s,0.0049090000000000002,0,0.71850407075497091,0.71850407075497091,0,,global_progress
official__V12_M2__tailored_global_gini_tree__300s,2.0054778,0.37693203839311362,0.71850407075497091,0.34157203236185729,0,,global_progress
official__V12_M2__tailored_global_gini_tree__300s,285.70666130000001,0.7036130753906662,0.71850407075497091,0.014890995364304715,42490,,global_progress
official__V12_M2__tailored_global_gini_tree__300s,285.70694159999999,0.7036130753906662,0.71850407075497091,0.014890995364304715,42490,,solver_final
official__tight_T_seed3101__tailored_global_gini_tree__300s,0.015113,0,0.10725273413394144,0.10725273413394144,0,,global_progress
official__tight_T_seed3101__tailored_global_gini_tree__300s,0.015219099999999999,0,0.10725273413394144,0.10725273413394144,0,,global_progress
official__tight_T_seed3101__tailored_global_gini_tree__300s,1.7573612999999999,0.0059911152688627472,0.10725273413394144,0.1012616188650787,0,,global_progress
official__tight_T_seed3101__tailored_global_gini_tree__300s,280.01955470000001,0.015057608086126948,0.10725273413394144,0.092195126047814491,7147,,global_progress
official__tight_T_seed3101__tailored_global_gini_tree__300s,280.01985059999998,0.015057608086126948,0.10725273413394144,0.092195126047814491,7147,,solver_final
official__high_imbalance_seed3202__tailored_global_gini_tree__300s,0.0109914,0,1.7493134520506337,1.7493134520506337,0,,global_progress
official__high_imbalance_seed3202__tailored_global_gini_tree__300s,0.011099899999999999,0,1.7493134520506337,1.7493134520506337,0,,global_progress
official__high_imbalance_seed3202__tailored_global_gini_tree__300s,3.4350386999999998,1.3753169736113018,1.7493134520506337,0.37399647843933193,0,,global_progress
official__high_imbalance_seed3202__tailored_global_gini_tree__300s,279.99856679999999,1.613730759154081,1.7493134520506337,0.13558269289655267,3596,,global_progress
official__high_imbalance_seed3202__tailored_global_gini_tree__300s,279.99874160000002,1.613730759154081,1.7493134520506337,0.13558269289655267,3596,,solver_final
official__moderate_seed3301__tailored_global_gini_tree__300s,0.0150016,0,0.04915255266474515,0.04915255266474515,0,,global_progress
official__moderate_seed3301__tailored_global_gini_tree__300s,0.015106899999999999,0,0.04915255266474515,0.04915255266474515,0,,global_progress
official__moderate_seed3301__tailored_global_gini_tree__300s,2.2607113000000001,0.034406211531441244,0.04915255266474515,0.014746341133303906,0,,global_progress
official__moderate_seed3301__tailored_global_gini_tree__300s,279.99374990000001,0.045838195768008475,0.04915255266474515,0.0033143568967366754,5406,,global_progress
