file,method,algorithm_preset,status,cplex_threads,mip_threads,compact_bc_solver_threads,solver_thread_policy,thread_fairness_class,audit_passed,failures
results\gf_global_gini_tree_feasibility_round\raw\gate__moderate_seed3301__global__presolve_off__30s.json,gcap-frontier,paper-gf-tailored-bc,global_gini_tree_time_limit,1,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_global_gini_tree_feasibility_round\raw\gate__moderate_seed3301__global__presolve_on__30s.json,gcap-frontier,paper-gf-tailored-bc,global_gini_tree_time_limit,1,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_global_gini_tree_feasibility_round\raw\gate__tight_T_seed3102__global__presolve_off__30s.json,gcap-frontier,paper-gf-tailored-bc,global_gini_tree_time_limit,1,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_global_gini_tree_feasibility_round\raw\gate__tight_T_seed3102__global__presolve_on__30s.json,gcap-frontier,paper-gf-tailored-bc,global_gini_tree_time_limit,1,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_global_gini_tree_feasibility_round\raw\gate__V12_M1__global__presolve_off__30s.json,gcap-frontier,paper-gf-tailored-bc,global_gini_tree_time_limit,1,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_global_gini_tree_feasibility_round\raw\gate__V12_M1__global__presolve_on__30s.json,gcap-frontier,paper-gf-tailored-bc,global_gini_tree_time_limit,1,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_global_gini_tree_feasibility_round\raw\gate__V12_M2__global__presolve_off__30s.json,gcap-frontier,paper-gf-tailored-bc,global_gini_tree_time_limit,1,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_global_gini_tree_feasibility_round\raw\gate__V12_M2__global__presolve_on__30s.json,gcap-frontier,paper-gf-tailored-bc,global_gini_tree_time_limit,1,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_global_gini_tree_feasibility_round\raw\official__high_imbalance_seed3201__plain_cplex__300s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_global_gini_tree_feasibility_round\raw\official__high_imbalance_seed3201__plain_cplex__900s.json,cplex,custom,not_certified,1,1,0,plain_cplex_single_thread,one_thread_fair,True,
results\gf_global_gini_tree_feasibility_round\raw\official__high_imbalance_seed3201__tailored_controlling_scheduler_static__300s.json,gcap-frontier,paper-gf-tailored-bc,gcap_frontier_not_closed,1,1,1,compact_bc_single_thread,one_thread_fair,True,
