run_id,node_uid,local_flags,status
official__V12_M1__tailored_global_gini_tree__300s,1,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,4,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,5,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,6,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,7,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,8,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,11,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,12,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,17,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,18,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,19,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,20,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,25,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,26,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,29,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,30,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,31,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,32,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,22,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,49,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,50,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,53,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,54,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,55,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,56,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,21,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,73,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,74,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,75,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,76,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,81,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,82,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,80,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,79,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,34,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,33,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,27,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,105,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,28,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,109,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,110,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,77,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,115,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,78,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,121,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,122,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,23,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,131,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,133,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,24,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,137,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,138,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,141,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,142,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,116,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,14,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,153,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,154,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,155,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,156,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,159,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,160,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,163,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,164,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,167,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,168,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,13,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,177,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,178,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,179,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,180,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,183,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,184,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,187,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,188,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,191,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,192,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,106,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,52,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,209,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,210,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,51,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,219,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,220,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,139,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,140,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,132,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,239,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,240,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,58,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,57,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,134,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,15,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,270,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,272,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,273,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,274,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,275,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,276,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,16,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,281,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,282,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,285,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,286,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,289,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,290,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,293,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,294,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,194,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,193,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,190,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,331,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,332,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,189,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,349,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,186,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,359,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,361,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,362,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,185,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,377,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,378,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,379,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,380,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,292,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,291,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,181,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,405,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,407,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,409,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,182,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,417,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,418,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,419,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,420,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,423,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,424,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,288,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,453,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,454,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,287,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,459,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,460,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,350,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,382,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,381,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,360,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,519,forced_local_user_cut:local=1,passed
