run_id,node_uid,local_flags,status
official__V12_M1__tailored_global_gini_tree__300s,520,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,406,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,547,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,549,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,550,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,408,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,581,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,582,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,410,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,169,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,170,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,548,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,725,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,726,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,165,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,783,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,166,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,835,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,836,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,426,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,425,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,284,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,951,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,954,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,422,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,957,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,958,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,421,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,977,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,162,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1007,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1008,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1009,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1010,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,161,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1029,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1030,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1031,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,978,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,157,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1147,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1149,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1151,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,158,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1161,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1162,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1163,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1164,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1167,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1168,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,784,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1032,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1034,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1033,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,10,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1585,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1586,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1587,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1588,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1591,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1592,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1595,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1596,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1599,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1600,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1603,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1604,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,9,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1623,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1625,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1627,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1629,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1631,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1633,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1012,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1011,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1150,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1793,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1794,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1148,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1805,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1807,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1152,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1806,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1915,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1808,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1916,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1170,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1169,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,952,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2317,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2318,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1166,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2333,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2334,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1165,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2363,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2364,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1634,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1628,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2627,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2628,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2629,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2630,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2633,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2634,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1626,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2659,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2661,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2663,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2665,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1624,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2685,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2686,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2687,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2688,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2691,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2692,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2695,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2696,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2699,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2700,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1632,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2719,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2720,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,1630,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2739,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2740,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2741,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2742,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2744,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2743,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2636,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2635,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2632,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3307,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3308,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2631,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3335,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3336,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2660,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3667,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3669,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3671,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2664,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3681,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3682,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2666,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2662,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3719,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3720,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3721,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3722,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3724,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3723,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3670,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,4583,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3672,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,3668,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,4617,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,4618,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,4619,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,4620,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,4584,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,4622,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,4621,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2702,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2701,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2697,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,5357,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,5358,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2698,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,5371,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,5372,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2694,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,5561,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,5563,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,2693,forced_local_user_cut:local=1,passed
official__V12_M1__tailored_global_gini_tree__300s,5577,forced_local_user_cut:local=1,passed
