vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,16,13,9,0,0,9,458.3844086790145,540.0,13
0,2,16,13,17,0,6,9,3,907.1154114359191,360.0,13
0,3,13,17,14,11,0,3,14,1052.1873037157334,660.0,15
0,4,17,14,9,0,7,14,7,254.75301759836853,420.0,13
0,5,14,9,5,10,0,7,17,472.46004994177946,600.0,13
0,6,9,5,6,0,16,17,1,1588.1231268611039,960.0,28
0,7,5,6,3,16,0,1,17,1391.2548312945403,960.0,27
0,8,6,3,19,0,8,17,9,515.2484445545941,480.0,17
0,9,3,19,20,0,6,9,3,1499.3690850010141,360.0,12
0,10,19,20,0,9,0,3,12,904.7052644565885,540.0,13
1,1,0,18,4,20,0,0,20,406.11900072000384,1200.0,31
1,2,18,4,1,0,8,20,12,962.7281301858555,480.0,16
1,3,4,1,10,0,9,12,3,917.5733086017,540.0,17
1,4,1,10,0,9,0,3,12,444.0834253280837,540.0,13
2,1,0,12,8,20,0,0,20,86.47685426526834,1200.0,39
2,2,12,8,2,0,5,20,15,266.40760209796883,300.0,11
2,3,8,2,15,0,14,15,1,404.3433312179838,840.0,28
2,4,2,15,7,12,0,1,13,733.8517139284035,720.0,16
2,5,15,7,11,0,7,13,6,228.63754414844016,420.0,14
2,6,7,11,0,9,0,6,15,413.50695679481856,540.0,15
