"run","pricing_completed_exactly","pricing_closure_certified_exact","pricing_closure_status","pricing_best_reduced_cost_any","pricing_remaining_negative_rc","closure_stop_reason"
"smoke_pricing-closure-audit-test.json","False","False","negative_columns_remaining","-0.25","-0.25","negative_columns_remaining"
"v12_m2_exact_cg_focus_300s.json","False","False","pricing_time_limit","-6.93889390391E-18","0","pricing_time_limit"
"v12_m2_resume_exact_cg_300s.json","False","False","pricing_time_limit","-6.93889390391E-18","0","pricing_time_limit"
"v12_m2_exact_cg_focus_smooth_60s.json","False","False","pricing_time_limit","0","0","pricing_time_limit"
"v12_m2_full_import_focus_300s.json","False","False","negative_columns_remaining","-0.00998494300996","-0.00998494300996",""
