"run","instance","method","status","objective","lower_bound","upper_bound","gap","runtime_seconds","verifier_passed","certified_original_problem","pricing_completed_exactly","pricing_closure_certified_exact","pricing_closure_status","pricing_best_reduced_cost_any","pricing_remaining_negative_rc","resumed_from_state","resume_state_compatible","resume_state_columns_loaded","resume_state_interval_lb","closure_mode","closure_cg_iterations","closure_columns_added","closure_pricing_calls","closure_final_best_reduced_cost","closure_pricing_closed","closure_stop_reason","cg_stabilization_mode","cg_true_pricing_calls","cg_stabilized_pricing_calls","cg_final_true_pricing_rc","imported_interval_bounds_attempted","imported_interval_bounds_accepted","v12_m1_imported_focus_bounds","v12_m1_full_lb_before_import","v12_m1_full_lb_after_import","unresolved_intervals","open_nodes","frontier_min_interval_lower_bound","frontier_lower_bound_source","progress_checkpoints_written","progress_log"
"smoke_resume-state-test.json","gcap_smoke_V4_M1.txt","resume-state-test","diagnostic_passed","0.49","0","0.49","1","0.0010332","True","False","True","True","not_run","0","0","True","True","3","0.02","auto","0","0","0","0","False","","none","0","0","0","0","0","False","0","0","0","0","0","","0",""
"v12_m2_resume_exact_cg_300s.json","regen_candidate_V12_M2_average.txt","gcap-frontier","gcap_frontier_not_closed","0.719065249476","0.712948394993","0.719065249476","0.00850667514168","262.3609307","True","False","False","False","pricing_time_limit","-6.93889390391E-18","0","True","True","1107","0.712948394993","exact-cg","9","4406","9","-6.93889390391E-18","False","pricing_time_limit","none","9","0","-6.93889390391E-18","0","0","False","0","0","1","4","0.712948394993","focus_interval_json_fields","6","results/optimization_update_round10/progress/v12_m2_resume_exact_cg_300s.progress.csv"
