vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,18,10,34,0]",30,1855.0248000232816,1440.0,3295.0248000232814,3600.0,0.9152846666731337,0
1,True,"[0,33,14,39,44,0]",30,1474.6138895969414,2040.0,3514.6138895969416,3600.0,0.9762816359991504,6
2,True,"[0,20,50,35,6,21,0]",30,2214.661261816222,1320.0,3534.661261816222,3600.0,0.9818503505045062,0
3,True,"[0,9,25,36,7,0]",30,1856.6445793095338,1680.0,3536.6445793095336,3600.0,0.982401272030426,1
4,True,"[0,17,43,24,12,45,0]",30,1836.871346304486,1680.0,3516.871346304486,3600.0,0.9769087073068017,2
5,True,"[0,5,47,23,42,0]",30,2399.153220054967,1200.0,3599.153220054967,3600.0,0.9997647833486019,0
6,True,"[0,46,16,37,0]",30,2630.278015046381,960.0,3590.278015046381,3600.0,0.9972994486239947,0
