vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,18,10,12,0,0,12,378.91848032412946,720.0,11
0,2,18,10,34,0,4,12,8,533.622145967899,240.0,10
0,3,10,34,0,0,8,8,0,311.9430091891625,480.0,16
1,1,0,33,14,8,0,0,8,215.82509165621914,480.0,15
1,2,33,14,39,9,0,8,17,267.34195975528206,540.0,14
1,3,14,39,44,0,7,17,10,214.15137719124664,420.0,13
1,4,39,44,0,0,4,10,6,551.1559059499411,240.0,10
2,1,0,20,50,3,0,0,3,690.819134774962,180.0,16
2,2,20,50,35,8,0,3,11,223.10925100298698,480.0,12
2,3,50,35,6,0,2,11,9,190.70195859514286,120.0,7
2,4,35,6,21,0,4,9,5,308.2938417210531,240.0,11
2,5,6,21,0,0,5,5,0,358.14369823757875,300.0,13
3,1,0,9,25,9,0,0,9,781.233969339768,540.0,12
3,2,9,25,36,0,8,9,1,336.06572389205263,480.0,14
3,3,25,36,7,5,0,1,6,289.0534672763325,300.0,10
3,4,36,7,0,0,5,6,1,261.0825758603829,300.0,11
4,1,0,17,43,8,0,0,8,798.399511076667,480.0,10
4,2,17,43,24,0,4,8,4,192.61816320155086,240.0,10
4,3,43,24,12,6,0,4,10,203.96266996253345,360.0,11
4,4,24,12,45,0,4,10,6,313.8994525080672,240.0,10
4,5,12,45,0,0,4,6,2,190.01899800201264,240.0,11
5,1,0,5,47,8,0,0,8,1069.3262058053813,480.0,13
5,2,5,47,23,0,1,8,7,288.52786458818827,60.0,8
5,3,47,23,42,2,0,7,9,185.40611574478768,120.0,16
5,4,23,42,0,0,9,9,0,668.3539670806086,540.0,19
6,1,0,46,16,8,0,0,8,1074.314374422134,480.0,10
6,2,46,16,37,0,3,8,5,252.29740837425757,180.0,11
6,3,16,37,0,0,5,5,0,348.7195292621477,300.0,13
