vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,3,8,4,0,0,4,268.3274486747788,240.0,14
0,2,3,8,2,3,0,4,7,221.4975542356735,180.0,15
0,3,8,2,1,0,5,7,2,169.33423154092824,300.0,10
0,4,2,1,0,0,2,2,0,188.03235296666716,120.0,4
1,1,0,7,9,7,0,0,7,265.3413713234324,420.0,12
1,2,7,9,15,0,2,7,5,84.47303571079202,120.0,4
1,3,9,15,0,0,5,5,0,116.00314212238162,300.0,8
2,1,0,10,5,8,0,0,8,279.15813733056495,480.0,16
2,2,10,5,0,0,8,8,0,259.0097220416981,480.0,11
3,1,0,25,21,7,0,0,7,462.80430154765463,420.0,16
3,2,25,21,0,0,7,7,0,35.61680063612364,420.0,14
