telemetry_seconds,event,leaf_id,global_lb,verified_ub
0.0115132,initialize,R,0,0.357201
0.174136,lp_complete,R,0.19211,0.357201
0.174189,atomic_split,R,0.19211,0.357201
0.354184,lp_complete,R.0,0.19211,0.357201
0.354211,atomic_split,R.0,0.19211,0.357201
0.521736,lp_complete,R.1,0.246594,0.357201
0.521761,atomic_split,R.1,0.246594,0.357201
0.685406,lp_infeasible,R.0.0,0.246594,0.357201
0.852548,lp_complete,R.0.1,0.277261,0.357201
0.852573,atomic_split,R.0.1,0.277261,0.357201
1.00571,lp_infeasible,R.0.1.0,0.277261,0.357201
1.17458,lp_complete,R.0.1.1,0.292961,0.357201
1.17461,atomic_split,R.0.1.1,0.292961,0.357201
1.33194,lp_infeasible,R.0.1.1.0,0.292961,0.357201
1.49516,lp_complete,R.0.1.1.1,0.294243,0.357201
1.49519,atomic_split,R.0.1.1.1,0.294243,0.357201
1.66919,lp_complete,R.1.0,0.294243,0.357201
1.66922,atomic_split,R.1.0,0.294243,0.357201
1.84428,lp_complete,R.1.0.0,0.294243,0.357201
1.84431,atomic_split,R.1.0.0,0.294243,0.357201
2.0178,lp_complete,R.1.0.1,0.294243,0.357201
2.01783,atomic_split,R.1.0.1,0.294243,0.357201
2.18312,lp_complete,R.1.1,0.295729,0.357201
2.18315,atomic_split,R.1.1,0.295729,0.357201
2.35662,lp_complete,R.1.0.0.0,0.295729,0.357201
2.35665,atomic_split,R.1.0.0.0,0.295729,0.357201
2.51889,lp_complete,R.1.0.0.1,0.297683,0.357201
2.51892,atomic_split,R.1.0.0.1,0.297683,0.357201
2.68762,lp_complete,R.1.0.0.0.0,0.297683,0.357201
2.68765,atomic_split,R.1.0.0.0.0,0.297683,0.357201
2.85598,lp_complete,R.1.0.0.0.1,0.299819,0.357201
2.85602,atomic_split,R.1.0.0.0.1,0.299819,0.357201
3.06158,lp_complete,R.1.0.0.0.0.0,0.299819,0.357201
3.06161,atomic_split,R.1.0.0.0.0.0,0.299819,0.357201
3.23722,lp_complete,R.1.0.0.0.0.1,0.300833,0.357201
3.23726,atomic_split,R.1.0.0.0.0.1,0.300833,0.357201
3.39094,lp_infeasible,R.0.1.1.1.0,0.300833,0.357201
3.5562,lp_complete,R.0.1.1.1.1,0.301439,0.357201
3.55631,atomic_split,R.0.1.1.1.1,0.301439,0.357201
3.72935,lp_complete,R.1.0.0.0.0.0.1,0.301439,0.357201
3.7294,atomic_split,R.1.0.0.0.0.0.1,0.301439,0.357201
3.90496,lp_complete,R.1.0.0.0.0.0.0,0.302364,0.357201
3.90499,atomic_split,R.1.0.0.0.0.0.0,0.302364,0.357201
4.07505,lp_complete,R.1.0.0.0.0.1.0,0.302364,0.357201
4.07509,atomic_split,R.1.0.0.0.0.1.0,0.302364,0.357201
4.24271,lp_complete,R.1.0.0.0.0.1.1,0.302649,0.357201
4.24274,atomic_split,R.1.0.0.0.0.1.1,0.302649,0.357201
4.40933,lp_complete,R.1.0.0.0.0.0.1.0,0.302649,0.357201
4.40944,atomic_split,R.1.0.0.0.0.0.1.0,0.302649,0.357201
4.57877,lp_complete,R.1.0.0.0.0.0.1.1,0.303088,0.357201
4.57881,atomic_split,R.1.0.0.0.0.0.1.1,0.303088,0.357201
4.74587,lp_complete,R.1.0.0.0.0.1.0.1,0.303088,0.357201
4.74591,atomic_split,R.1.0.0.0.0.1.0.1,0.303088,0.357201
4.91399,lp_complete,R.1.0.0.0.0.1.0.0,0.303139,0.357201
4.91405,atomic_split,R.1.0.0.0.0.1.0.0,0.303139,0.357201
5.07825,lp_complete,R.1.0.0.0.0.0.1.0.0,0.303139,0.357201
5.07829,atomic_split,R.1.0.0.0.0.0.1.0.0,0.303139,0.357201
5.24645,lp_complete,R.1.0.0.0.0.0.1.0.1,0.3032,0.357201
5.24648,atomic_split,R.1.0.0.0.0.0.1.0.1,0.3032,0.357201
5.41638,lp_complete,R.1.0.0.0.0.0.0.0,0.3032,0.357201
5.41641,atomic_split,R.1.0.0.0.0.0.0.0,0.3032,0.357201
5.58405,lp_complete,R.1.0.0.0.0.0.0.1,0.303254,0.357201
5.58408,atomic_split,R.1.0.0.0.0.0.0.1,0.303254,0.357201
5.75608,lp_complete,R.1.0.0.0.0.0.1.1.1,0.303254,0.357201
5.75612,atomic_split,R.1.0.0.0.0.0.1.1.1,0.303254,0.357201
5.92376,lp_complete,R.1.0.0.0.0.0.1.1.0,0.30329,0.357201
5.92379,atomic_split,R.1.0.0.0.0.0.1.1.0,0.30329,0.357201
6.08642,lp_complete,R.1.0.0.0.1.0,0.30329,0.357201
6.08646,atomic_split,R.1.0.0.0.1.0,0.30329,0.357201
6.25372,lp_complete,R.1.0.0.0.1.1,0.303442,0.357201
6.25376,atomic_split,R.1.0.0.0.1.1,0.303442,0.357201
6.42925,lp_complete,R.1.0.0.0.0.0.1.0.1.1,0.303442,0.357201
6.66379,terminal_mip_complete,R.1.0.0.0.0.0.1.0.1.1,0.303442,0.357201
6.83205,lp_complete,R.1.0.0.0.0.0.1.0.1.0,0.303457,0.357201
7.06584,terminal_mip_complete,R.1.0.0.0.0.0.1.0.1.0,0.303457,0.357201
7.23869,lp_complete,R.1.0.0.0.0.1.0.0.0,0.303457,0.357201
7.23873,atomic_split,R.1.0.0.0.0.1.0.0.0,0.303457,0.357201
7.40549,lp_complete,R.1.0.0.0.0.1.0.0.1,0.303498,0.357201
7.40561,atomic_split,R.1.0.0.0.0.1.0.0.1,0.303498,0.357201
7.57841,lp_complete,R.1.0.0.0.0.0.1.1.0.0,0.303498,0.357201
7.80593,terminal_mip_complete,R.1.0.0.0.0.0.1.1.0.0,0.303498,0.357201
7.98152,lp_complete,R.1.0.0.0.0.0.1.1.0.1,0.303557,0.357201
