instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
cb443_V30_compact_r1_shortage_M03_Q30.txt,20260626,1,hga-tgbc,round73_joint_position_quantity_insertion,0.30195,0.0984525,1.35665,1,30,92,92,0,"17914.5",true,0.007774,true,
cb443_V30_compact_r1_shortage_M03_Q30.txt,20260626,2,hga-tgbc,decoded_descent_verified_seed,0.160027,0.0268766,0.887671,3,30,119,119,0,"2727.97|10280|17989.9",true,6.01393,true,
cb443_V30_compact_r1_shortage_M03_Q30.txt,20260626,3,hga-tgbc,round83_equal_net_exchange_physical_descent,0.15751,0.0257994,0.878069,3,30,121,121,0,"9583.41|9072.95|9053.08",true,6.03193,true,
